name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,offers,itemListElement
2021 Maserati Levante,2021,Maserati,Levante,White,//cdnblob.fastly.carvana.io/2002115999/post-large/normalized/zoomcrop/2002115999-edc-02.jpg,Maserati,"Used 2021 Maserati Levante S GranLusso with 19722 miles - $61,590",19722,2002115999,ZN661YUL5MX363075,"{'@type': 'Offer', 'price': 61590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2582224'}",
2019 Jeep Compass,2019,Jeep,Compass,Black,//cdnblob.fastly.carvana.io/2002315866/post-large/normalized/zoomcrop/2002315866-edc-02.jpg,Jeep,"Used 2019 Jeep Compass Upland with 21642 miles - $25,990",21642,2002315866,3C4NJDAB9KT854078,"{'@type': 'Offer', 'price': 25990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699707'}",
2021 Jeep Gladiator,2021,Jeep,Gladiator,White,//cdnblob.fastly.carvana.io/2002283983/post-large/normalized/zoomcrop/2002283983-edc-02.jpg,Jeep,"Used 2021 Jeep Gladiator Mojave 5 ft with 3961 miles - $50,990",3961,2002283983,1C6JJTEG2ML593381,"{'@type': 'Offer', 'price': 50990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2686661'}",
2022 Chevrolet Equinox,2022,Chevrolet,Equinox,White,//cdnblob.fastly.carvana.io/2002276173/post-large/normalized/zoomcrop/2002276173-edc-02.jpg,Chevrolet,"Used 2022 Chevrolet Equinox LS with 1207 miles - $28,990",1207,2002276173,3GNAXHEV8NS214535,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2677142'}",
2021 Kia Seltos,2021,Kia,Seltos,Black,//cdnblob.fastly.carvana.io/2002305519/post-large/normalized/zoomcrop/2002305519-edc-02.jpg,Kia,"Used 2021 Kia Seltos LX with 19768 miles - $25,990",19768,2002305519,KNDEPCAA1M7180158,"{'@type': 'Offer', 'price': 25990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691808'}",
2020 Jeep Wrangler,2020,Jeep,Wrangler,White,//cdnblob.fastly.carvana.io/2002336147/post-large/normalized/zoomcrop/2002336147-edc-02.jpg,Jeep,"Used 2020 Jeep Wrangler Sport S with 5993 miles - $37,990",5993,2002336147,1C4GJXAN1LW134547,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2709015'}",
2018 Toyota 4Runner,2018,Toyota,4Runner,Silver,//cdnblob.fastly.carvana.io/2002045317/post-large/normalized/zoomcrop/2002045317-edc-02.jpg,Toyota,"Used 2018 Toyota 4Runner Limited with 7159 miles - $44,590",7159,2002045317,JTEBU5JR0J5609872,"{'@type': 'Offer', 'price': 44590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2536254'}",
2021 Chevrolet Camaro,2021,Chevrolet,Camaro,Blue,//cdnblob.fastly.carvana.io/2002271187/post-large/normalized/zoomcrop/2002271187-edc-02.jpg,Chevrolet,"Used 2021 Chevrolet Camaro LT with 9474 miles - $34,590",9474,2002271187,1G1FB1RS2M0102218,"{'@type': 'Offer', 'price': 34590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2673770'}",
2021 Toyota Highlander Hybrid,2021,Toyota,Highlander Hybrid,Gray,//cdnblob.fastly.carvana.io/2002237690/post-large/normalized/zoomcrop/2002237690-edc-02.jpg,Toyota,"Used 2021 Toyota Highlander Hybrid XLE with 29545 miles - $44,990",29545,2002237690,5TDHARAH1MS504651,"{'@type': 'Offer', 'price': 44990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2651564'}",
2021 Hyundai Venue,2021,Hyundai,Venue,White,//cdnblob.fastly.carvana.io/2002304029/post-large/normalized/zoomcrop/2002304029-edc-02.jpg,Hyundai,"Used 2021 Hyundai Venue SE with 9738 miles - $23,590",9738,2002304029,KMHRB8A3XMU108757,"{'@type': 'Offer', 'price': 23590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2690843'}",
2022 Nissan Frontier Crew Cab,2022,Nissan,Frontier Crew Cab,White,//cdnblob.fastly.carvana.io/2002276366/post-large/normalized/zoomcrop/2002276366-edc-02.jpg,Nissan,"Used 2022 Nissan Frontier Crew Cab S 5 ft with 2947 miles - $34,990",2947,2002276366,1N6ED1EK4NN654002,"{'@type': 'Offer', 'price': 34990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2678266'}",
2019 Mercedes-Benz GLA,2019,Mercedes-Benz,GLA,Blue,//cdnblob.fastly.carvana.io/2002312513/post-large/normalized/zoomcrop/2002312513-edc-02.jpg,Mercedes-Benz,"Used 2019 Mercedes-Benz GLA GLA 250 4MATIC with 16467 miles - $33,990",16467,2002312513,WDCTG4GB4KJ635477,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2698526'}",
2020 Ford Edge,2020,Ford,Edge,Gray,//cdnblob.fastly.carvana.io/2002223723/post-large/normalized/zoomcrop/2002223723-edc-02.jpg,Ford,"Used 2020 Ford Edge ST with 5314 miles - $38,590",5314,2002223723,2FMPK4AP4LBA14400,"{'@type': 'Offer', 'price': 38590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2645937'}",
2022 Subaru Impreza,2022,Subaru,Impreza,Silver,//cdnblob.fastly.carvana.io/2002296424/post-large/normalized/zoomcrop/2002296424-edc-02.jpg,Subaru,"Used 2022 Subaru Impreza base with 22438 miles - $23,990",22438,2002296424,4S3GTAB60N3702970,"{'@type': 'Offer', 'price': 23990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689037'}",
2020 Volkswagen Passat,2020,Volkswagen,Passat,Blue,//cdnblob.fastly.carvana.io/2002302358/post-large/normalized/zoomcrop/2002302358-edc-02.jpg,Volkswagen,"Used 2020 Volkswagen Passat S with 11858 miles - $24,990",11858,2002302358,1VWAA7A30LC001684,"{'@type': 'Offer', 'price': 24990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689675'}",
2022 Kia Carnival,2022,Kia,Carnival,Gray,//cdnblob.fastly.carvana.io/2002305381/post-large/normalized/zoomcrop/2002305381-edc-02.jpg,Kia,"Used 2022 Kia Carnival LX w/Seat Pkg with 11825 miles - $40,990",11825,2002305381,KNDNB4H35N6155945,"{'@type': 'Offer', 'price': 40990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2698768'}",
2019 Jaguar E-PACE,2019,Jaguar,E-PACE,Silver,//cdnblob.fastly.carvana.io/2002305858/post-large/normalized/zoomcrop/2002305858-edc-02.jpg,Jaguar,"Used 2019 Jaguar E-PACE P250 S with 16192 miles - $35,590",16192,2002305858,SADFJ2FX5K1Z47057,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691809'}",
2020 Kia Soul,2020,Kia,Soul,Orange,//cdnblob.fastly.carvana.io/2002293264/post-large/normalized/zoomcrop/2002293264-edc-02.jpg,Kia,"Used 2020 Kia Soul LX with 20753 miles - $21,590",20753,2002293264,KNDJ23AU7L7021778,"{'@type': 'Offer', 'price': 21590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2684085'}",
2022 Hyundai Venue,2022,Hyundai,Venue,White,//cdnblob.fastly.carvana.io/2002214006/post-large/normalized/zoomcrop/2002214006-edc-02.jpg,Hyundai,"Used 2022 Hyundai Venue SEL with 1690 miles - $23,990",1690,2002214006,KMHRC8A34NU208917,"{'@type': 'Offer', 'price': 23990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2644975'}",
2020 Honda Insight,2020,Honda,Insight,Blue,//cdnblob.fastly.carvana.io/2002282047/post-large/normalized/zoomcrop/2002282047-edc-02.jpg,Honda,"Used 2020 Honda Insight Touring with 19531 miles - $29,590",19531,2002282047,19XZE4F92LE004830,"{'@type': 'Offer', 'price': 29590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691813'}",
2022 Toyota Tundra CrewMax,2022,Toyota,Tundra CrewMax,Green,//cdnblob.fastly.carvana.io/2002265651/post-large/normalized/zoomcrop/2002265651-edc-02.jpg,Toyota,"Used 2022 Toyota Tundra CrewMax SR5 5 1/2 ft with 2985 miles - $49,590",2985,2002265651,5TFLA5AB2NX002516,"{'@type': 'Offer', 'price': 49590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2674695'}",
2021 Buick Encore GX,2021,Buick,Encore GX,Gray,//cdnblob.fastly.carvana.io/2002267527/post-large/2002267527-edc-02-search.jpg,Buick,"Used 2021 Buick Encore GX Select with 27287 miles - $22,990",27287,2002267527,KL4MMDSL8MB160250,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2680630'}",
2020 Mercedes-Benz GLB,2020,Mercedes-Benz,GLB,White,//cdnblob.fastly.carvana.io/2002326645/post-large/normalized/zoomcrop/2002326645-edc-02.jpg,Mercedes-Benz,"Used 2020 Mercedes-Benz GLB GLB 250 4MATIC with 29256 miles - $37,590",29256,2002326645,WDC4M4HB6LW012412,"{'@type': 'Offer', 'price': 37590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708291'}",
2019 Hyundai Sonata,2019,Hyundai,Sonata,Silver,//cdnblob.fastly.carvana.io/2002307727/post-large/normalized/zoomcrop/2002307727-edc-02.jpg,Hyundai,"Used 2019 Hyundai Sonata Limited with 15462 miles - $25,590",15462,2002307727,5NPE34AF2KH818052,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702871'}",
2022 Dodge Charger,2022,Dodge,Charger,Blue,//cdnblob.fastly.carvana.io/2002281275/post-large/normalized/zoomcrop/2002281275-edc-02.jpg,Dodge,"Used 2022 Dodge Charger GT with 12815 miles - $35,590",12815,2002281275,2C3CDXHG4NH114456,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2677412'}",
2022 Volvo XC60,2022,Volvo,XC60,White,//cdnblob.fastly.carvana.io/2001918405/post-large/2001918405-edc-02-search.jpg,Volvo,"Used 2022 Volvo XC60 B5 Momentum with 4387 miles - $38,990",4387,2001918405,YV4L12RK1N1951929,"{'@type': 'Offer', 'price': 38990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2460597'}",
2019 Mercedes-Benz A-Class,2019,Mercedes-Benz,A-Class,Silver,//cdnblob.fastly.carvana.io/2002235183/post-large/normalized/zoomcrop/2002235183-edc-02.jpg,Mercedes-Benz,"Used 2019 Mercedes-Benz A-Class A 220 4MATIC with 19678 miles - $29,590",19678,2002235183,WDD3G4FBXKW035465,"{'@type': 'Offer', 'price': 29590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2654366'}",
2019 BMW 4 Series,2019,BMW,4 Series,Gray,//cdnblob.fastly.carvana.io/2002268428/post-large/normalized/zoomcrop/2002268428-edc-02.jpg,BMW,"Used 2019 BMW 4 Series 430i Gran Coupe with 21959 miles - $31,590",21959,2002268428,WBA4J1C5XKBM16525,"{'@type': 'Offer', 'price': 31590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2676192'}",
2022 Toyota Camry,2022,Toyota,Camry,Black,//cdnblob.fastly.carvana.io/2002264197/post-large/normalized/zoomcrop/2002264197-edc-02.jpg,Toyota,"Used 2022 Toyota Camry XSE with 3456 miles - $37,990",3456,2002264197,4T1KZ1AK0NU065821,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2669635'}",
2019 Mercedes-Benz A-Class,2019,Mercedes-Benz,A-Class,Gray,//cdnblob.fastly.carvana.io/2002302776/post-large/normalized/zoomcrop/2002302776-edc-02.jpg,Mercedes-Benz,"Used 2019 Mercedes-Benz A-Class A 220 with 27211 miles - $30,590",27211,2002302776,WDD3G4EB7KW024599,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699132'}",
2018 Chevrolet Camaro,2018,Chevrolet,Camaro,Red,//cdnblob.fastly.carvana.io/2002273360/post-large/normalized/zoomcrop/2002273360-edc-02.jpg,Chevrolet,"Used 2018 Chevrolet Camaro LS with 13031 miles - $24,990",13031,2002273360,1G1FA1RX7J0190015,"{'@type': 'Offer', 'price': 24990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2674085'}",
2022 Chevrolet Suburban,2022,Chevrolet,Suburban,Black,//cdnblob.fastly.carvana.io/2002248723/post-large/2002248723-edc-02-search.jpg,Chevrolet,"Used 2022 Chevrolet Suburban Z71 with 25515 miles - $65,990",25515,2002248723,1GNSKDKD3NR257951,"{'@type': 'Offer', 'price': 65990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2665589'}",
2020 BMW 7 Series,2020,BMW,7 Series,Gray,//cdnblob.fastly.carvana.io/2002313942/post-large/normalized/zoomcrop/2002313942-edc-02.jpg,BMW,"Used 2020 BMW 7 Series 740i with 26107 miles - $50,590",26107,2002313942,WBA7T2C03LGL17289,"{'@type': 'Offer', 'price': 50590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697913'}",
2020 Land Rover Range Rover Evoque,2020,Land Rover,Range Rover Evoque,Red,//cdnblob.fastly.carvana.io/2002271679/post-large/normalized/zoomcrop/2002271679-edc-02.jpg,Land Rover,"Used 2020 Land Rover Range Rover Evoque P250 SE with 20456 miles - $40,590",20456,2002271679,SALZP2FX6LH018052,"{'@type': 'Offer', 'price': 40590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675386'}",
2019 Volkswagen e-Golf,2019,Volkswagen,e-Golf,White,//cdnblob.fastly.carvana.io/2001568291/post-large/2001568291-edc-02-search.jpg,Volkswagen,"Used 2019 Volkswagen e-Golf SE Hatchback with 11109 miles - $20,990",11109,2001568291,WVWKR7AU9KW910965,"{'@type': 'Offer', 'price': 20990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2303098'}",
2022 Hyundai Sonata,2022,Hyundai,Sonata,White,//cdnblob.fastly.carvana.io/2002319756/post-large/normalized/zoomcrop/2002319756-edc-02.jpg,Hyundai,"Used 2022 Hyundai Sonata SE with 9728 miles - $27,590",9728,2002319756,KMHL24JA4NA216923,"{'@type': 'Offer', 'price': 27590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706757'}",
2018 Alfa Romeo Stelvio,2018,Alfa Romeo,Stelvio,Silver,//cdnblob.fastly.carvana.io/2002301903/post-large/normalized/zoomcrop/2002301903-edc-02.jpg,Alfa Romeo,"Used 2018 Alfa Romeo Stelvio base with 17726 miles - $28,990",17726,2002301903,ZASFAKAN6J7B80467,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689412'}",
2021 Mercedes-Benz C-Class,2021,Mercedes-Benz,C-Class,Red,//cdnblob.fastly.carvana.io/2002250681/post-large/normalized/zoomcrop/2002250681-edc-02.jpg,Mercedes-Benz,"Used 2021 Mercedes-Benz C-Class C 300 with 6529 miles - $41,590",6529,2002250681,W1KWF8DB3MR620089,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2663594'}",
2018 BMW X2,2018,BMW,X2,White,//cdnblob.fastly.carvana.io/2002080634/post-large/normalized/zoomcrop/2002080634-edc-02.jpg,BMW,"Used 2018 BMW X2 sDrive28i with 27676 miles - $28,990",27676,2002080634,WBXYJ3C39JEP76089,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2560001'}",
2022 Toyota 4Runner,2022,Toyota,4Runner,Gray,//cdnblob.fastly.carvana.io/2002326258/post-large/normalized/zoomcrop/2002326258-edc-02.jpg,Toyota,"Used 2022 Toyota 4Runner SR5 with 29310 miles - $40,590",29310,2002326258,JTEEU5JR0N5264510,"{'@type': 'Offer', 'price': 40590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711595'}",
2019 Jeep Compass,2019,Jeep,Compass,Black,//cdnblob.fastly.carvana.io/2002315866/post-large/normalized/zoomcrop/2002315866-edc-02.jpg,Jeep,"Used 2019 Jeep Compass Upland with 21642 miles - $25,990",21642,2002315866,3C4NJDAB9KT854078,"{'@type': 'Offer', 'price': 25990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699707'}",
2020 Toyota Camry,2020,Toyota,Camry,White,//cdnblob.fastly.carvana.io/2002322755/post-large/normalized/zoomcrop/2002322755-edc-02.jpg,Toyota,"Used 2020 Toyota Camry SE with 17182 miles - $28,590",17182,2002322755,4T1G11AK9LU978670,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706721'}",
2022 Toyota 4Runner,2022,Toyota,4Runner,Green,//cdnblob.fastly.carvana.io/2002269959/post-large/normalized/zoomcrop/2002269959-edc-02.jpg,Toyota,"Used 2022 Toyota 4Runner TRD Sport with 18435 miles - $44,590",18435,2002269959,JTEAU5JR0N5261251,"{'@type': 'Offer', 'price': 44590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2672276'}",
2019 Mercedes-Benz CLA,2019,Mercedes-Benz,CLA,White,//cdnblob.fastly.carvana.io/2002309745/post-large/normalized/zoomcrop/2002309745-edc-02.jpg,Mercedes-Benz,"Used 2019 Mercedes-Benz CLA CLA 250 with 20502 miles - $32,590",20502,2002309745,WDDSJ4EB0KN727643,"{'@type': 'Offer', 'price': 32590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2700612'}",
2021 Mitsubishi Outlander Sport,2021,Mitsubishi,Outlander Sport,Silver,//cdnblob.fastly.carvana.io/2002321962/post-large/normalized/zoomcrop/2002321962-edc-02.jpg,Mitsubishi,"Used 2021 Mitsubishi Outlander Sport ES with 9656 miles - $25,590",9656,2002321962,JA4APUAUXMU006146,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702955'}",
2022 Ford Mustang,2022,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002237586/post-large/normalized/zoomcrop/2002237586-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT Premium with 118 miles - $43,990",118,2002237586,1FA6P8CFXN5147902,"{'@type': 'Offer', 'price': 43990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2669422'}",
2020 Tesla Model Y,2020,Tesla,Model Y,Blue,//cdnblob.fastly.carvana.io/2001881882/post-large/2001881882-edc-02-search.jpg,Tesla,"Used 2020 Tesla Model Y Long Range with 27966 miles - $41,990",27966,2001881882,5YJYGDEEXLF032941,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2448735'}",
2019 Volvo S60,2019,Volvo,S60,Blue,//cdnblob.fastly.carvana.io/2002127034/post-large/normalized/zoomcrop/2002127034-edc-02.jpg,Volvo,"Used 2019 Volvo S60 T5 Inscription with 11510 miles - $29,990",11510,2002127034,7JR102FL6KG006463,"{'@type': 'Offer', 'price': 29990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2594045'}",
2021 Mercedes-Benz C-Class,2021,Mercedes-Benz,C-Class,White,//cdnblob.fastly.carvana.io/2002172657/post-large/normalized/zoomcrop/2002172657-edc-02.jpg,Mercedes-Benz,"Used 2021 Mercedes-Benz C-Class C 300 with 16028 miles - $37,990",16028,2002172657,W1KWF8DB4MR624815,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2616550'}",
2019 Subaru Outback,2019,Subaru,Outback,White,//cdnblob.fastly.carvana.io/2002112781/post-large/2002112781-edc-02-search.jpg,Subaru,"Used 2019 Subaru Outback 3.6R Touring with 20277 miles - $30,990",20277,2002112781,4S4BSETC0K3308840,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2589769'}",
2021 Land Rover Range Rover Velar,2021,Land Rover,Range Rover Velar,Gray,//cdnblob.fastly.carvana.io/2002116594/post-large/normalized/zoomcrop/2002116594-edc-02.jpg,Land Rover,"Used 2021 Land Rover Range Rover Velar R-Dynamic S P250 with 11358 miles - $57,590",11358,2002116594,SALYT2EX8MA322499,"{'@type': 'Offer', 'price': 57590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2586101'}",
2021 Tesla Model S,2021,Tesla,Model S,Gray,//cdnblob.fastly.carvana.io/2001896591/post-large/2001896591-edc-02-search.jpg,Tesla,"Used 2021 Tesla Model S Long Range Plus with 11705 miles - $66,590",11705,2001896591,5YJSA1E27MF417614,"{'@type': 'Offer', 'price': 66590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2494736'}",
2018 BMW 3 Series,2018,BMW,3 Series,Black,//cdnblob.fastly.carvana.io/2002256137/post-large/normalized/zoomcrop/2002256137-edc-02.jpg,BMW,"Used 2018 BMW 3 Series 330i with 14119 miles - $29,590",14119,2002256137,WBA8B9C57JEE82415,"{'@type': 'Offer', 'price': 29590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2666111'}",
2019 Jaguar E-PACE,2019,Jaguar,E-PACE,Silver,//cdnblob.fastly.carvana.io/2002305858/post-large/normalized/zoomcrop/2002305858-edc-02.jpg,Jaguar,"Used 2019 Jaguar E-PACE P250 S with 16192 miles - $35,590",16192,2002305858,SADFJ2FX5K1Z47057,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691809'}",
2020 Mercedes-Benz A-Class,2020,Mercedes-Benz,A-Class,Blue,//cdnblob.fastly.carvana.io/2002239062/post-large/normalized/zoomcrop/2002239062-edc-02.jpg,Mercedes-Benz,"Used 2020 Mercedes-Benz A-Class A 220 with 21973 miles - $33,990",21973,2002239062,W1K3G4EB2LW045734,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691806'}",
2021 Hyundai Venue,2021,Hyundai,Venue,Gray,//cdnblob.fastly.carvana.io/2002272621/post-large/normalized/zoomcrop/2002272621-edc-02.jpg,Hyundai,"Used 2021 Hyundai Venue SEL with 7620 miles - $23,990",7620,2002272621,KMHRC8A3XMU103491,"{'@type': 'Offer', 'price': 23990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2673886'}",
2018 Mercedes-Benz CLA,2018,Mercedes-Benz,CLA,Blue,//cdnblob.fastly.carvana.io/2002303312/post-large/normalized/zoomcrop/2002303312-edc-02.jpg,Mercedes-Benz,"Used 2018 Mercedes-Benz CLA CLA 250 with 27430 miles - $28,590",27430,2002303312,WDDSJ4EB5JN506389,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2693185'}",
