name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,offers,itemListElement
2022 Toyota Highlander,2022,Toyota,Highlander,Blue,//cdnblob.fastly.carvana.io/2002298406/post-large/normalized/zoomcrop/2002298406-edc-02.jpg,Toyota,"Used 2022 Toyota Highlander XLE with 14209 miles - $41,590",14209,2002298406,5TDGZRAHXNS121829,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2690351'}",
2021 Ford F150 SuperCrew Cab,2021,Ford,F150 SuperCrew Cab,Black,//cdnblob.fastly.carvana.io/2002299056/post-large/normalized/zoomcrop/2002299056-edc-02.jpg,Ford,"Used 2021 Ford F150 SuperCrew Cab XLT 5 1/2 ft with 25964 miles - $37,990",25964,2002299056,1FTEW1CB1MFB10632,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2694276'}",
2022 Ford Bronco,2022,Ford,Bronco,Blue,//cdnblob.fastly.carvana.io/2002283257/post-large/normalized/zoomcrop/2002283257-edc-02.jpg,Ford,"Used 2022 Ford Bronco Black Diamond with 8199 miles - $48,990",8199,2002283257,1FMDE5AHXNLB69996,"{'@type': 'Offer', 'price': 48990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2694097'}",
2023 Chevrolet Traverse,2023,Chevrolet,Traverse,Black,//cdnblob.fastly.carvana.io/2002329730/post-large/normalized/zoomcrop/2002329730-edc-02.jpg,Chevrolet,"Used 2023 Chevrolet Traverse LT with 676 miles - $41,990",676,2002329730,1GNERGKW3PJ120781,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711987'}",
2020 Chevrolet Colorado Crew Cab,2020,Chevrolet,Colorado Crew Cab,Red,//cdnblob.fastly.carvana.io/2002305695/post-large/normalized/zoomcrop/2002305695-edc-02.jpg,Chevrolet,"Used 2020 Chevrolet Colorado Crew Cab Z71 5 ft with 27415 miles - $33,990",27415,2002305695,1GCGSDEN3L1108700,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699222'}",
2022 Chevrolet Camaro,2022,Chevrolet,Camaro,White,//cdnblob.fastly.carvana.io/2002318612/post-large/normalized/zoomcrop/2002318612-edc-02.jpg,Chevrolet,"Used 2022 Chevrolet Camaro LT with 25483 miles - $31,990",25483,2002318612,1G1FB1RXXN0108250,"{'@type': 'Offer', 'price': 31990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2709366'}",
2018 Jeep Wrangler Unlimited,2018,Jeep,Wrangler Unlimited,Gray,//cdnblob.fastly.carvana.io/2002340409/post-large/normalized/zoomcrop/2002340409-edc-02.jpg,Jeep,"Used 2018 Jeep Wrangler Unlimited Sahara (JK) with 14577 miles - $39,590",14577,2002340409,1C4BJWEG7JL826200,"{'@type': 'Offer', 'price': 39590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2712375'}",
2020 Chrysler Pacifica,2020,Chrysler,Pacifica,Gray,//cdnblob.fastly.carvana.io/2002326630/post-large/normalized/zoomcrop/2002326630-edc-02.jpg,Chrysler,"Used 2020 Chrysler Pacifica Touring with 6285 miles - $37,590",6285,2002326630,2C4RC1FG9LR270105,"{'@type': 'Offer', 'price': 37590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708947'}",
2022 Chevrolet Silverado 1500 Crew Cab,2022,Chevrolet,Silverado 1500 Crew Cab,Black,//cdnblob.fastly.carvana.io/2002262196/post-large/normalized/zoomcrop/2002262196-edc-02.jpg,Chevrolet,"Used 2022 Chevrolet Silverado 1500 Crew Cab Custom Trail Boss 5 3/4 ft with 3607 miles - $50,590",3607,2002262196,3GCPDCEK7NG687639,"{'@type': 'Offer', 'price': 50590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2669664'}",
2022 Chevrolet Colorado Crew Cab,2022,Chevrolet,Colorado Crew Cab,White,//cdnblob.fastly.carvana.io/2002279637/post-large/normalized/zoomcrop/2002279637-edc-02.jpg,Chevrolet,"Used 2022 Chevrolet Colorado Crew Cab LT 5 ft with 17732 miles - $35,990",17732,2002279637,1GCGTCEN8N1179689,"{'@type': 'Offer', 'price': 35990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2677929'}",
2023 Nissan Frontier Crew Cab,2023,Nissan,Frontier Crew Cab,Gray,//cdnblob.fastly.carvana.io/2002315043/post-large/normalized/zoomcrop/2002315043-edc-02.jpg,Nissan,"Used 2023 Nissan Frontier Crew Cab SV 5 ft with 3283 miles - $40,590",3283,2002315043,1N6ED1EK5PN608987,"{'@type': 'Offer', 'price': 40590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2701318'}",
2022 Jeep Wrangler Unlimited,2022,Jeep,Wrangler Unlimited,Gray,//cdnblob.fastly.carvana.io/2002316899/post-large/normalized/zoomcrop/2002316899-edc-02.jpg,Jeep,"Used 2022 Jeep Wrangler Unlimited Willys Sport with 13818 miles - $41,590",13818,2002316899,1C4HJXDG3NW155646,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711368'}",
2022 Toyota Tacoma Double Cab,2022,Toyota,Tacoma Double Cab,White,//cdnblob.fastly.carvana.io/2002299142/post-large/normalized/zoomcrop/2002299142-edc-02.jpg,Toyota,"Used 2022 Toyota Tacoma Double Cab SR 5 ft with 7126 miles - $34,590",7126,2002299142,3TYAX5GNXNT062612,"{'@type': 'Offer', 'price': 34590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691754'}",
2021 Toyota Tacoma Access Cab,2021,Toyota,Tacoma Access Cab,Black,//cdnblob.fastly.carvana.io/2002271724/post-large/normalized/zoomcrop/2002271724-edc-02.jpg,Toyota,"Used 2021 Toyota Tacoma Access Cab SR 6 ft with 1881 miles - $31,990",1881,2002271724,3TYRX5GN4MT028912,"{'@type': 'Offer', 'price': 31990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675791'}",
2022 Toyota Tacoma Access Cab,2022,Toyota,Tacoma Access Cab,Black,//cdnblob.fastly.carvana.io/2002249288/post-large/normalized/zoomcrop/2002249288-edc-02.jpg,Toyota,"Used 2022 Toyota Tacoma Access Cab SR 6 ft with 3143 miles - $33,590",3143,2002249288,3TYRX5GN5NT046725,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2666078'}",
2018 GMC Terrain,2018,GMC,Terrain,White,//cdnblob.fastly.carvana.io/2002326658/post-large/normalized/zoomcrop/2002326658-edc-02.jpg,GMC,"Used 2018 GMC Terrain SLT with 28755 miles - $28,590",28755,2002326658,3GKALVEX5JL145011,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2710093'}",
2022 Ford Escape Plug-in Hybrid,2022,Ford,Escape Plug-in Hybrid,Black,//cdnblob.fastly.carvana.io/2002327409/post-large/normalized/zoomcrop/2002327409-edc-02.jpg,Ford,"Used 2022 Ford Escape Plug-in Hybrid SE with 1424 miles - $35,590",1424,2002327409,1FMCU0EZ8NUB89985,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708944'}",
2021 Jeep Wrangler Unlimited,2021,Jeep,Wrangler Unlimited,Red,//cdnblob.fastly.carvana.io/2002326948/post-large/normalized/zoomcrop/2002326948-edc-02.jpg,Jeep,"Used 2021 Jeep Wrangler Unlimited Sahara Altitude with 4461 miles - $47,590",4461,2002326948,1C4HJXEN8MW764629,"{'@type': 'Offer', 'price': 47590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708926'}",
2022 Nissan Pathfinder,2022,Nissan,Pathfinder,Black,//cdnblob.fastly.carvana.io/2002324882/post-large/normalized/zoomcrop/2002324882-edc-02.jpg,Nissan,"Used 2022 Nissan Pathfinder SL with 13760 miles - $41,990",13760,2002324882,5N1DR3CB8NC205394,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2710075'}",
2022 Volkswagen Taos,2022,Volkswagen,Taos,White,//cdnblob.fastly.carvana.io/2002322235/post-large/normalized/zoomcrop/2002322235-edc-02.jpg,Volkswagen,"Used 2022 Volkswagen Taos S 4MOTION with 15926 miles - $28,590",15926,2002322235,3VVAX7B28NM017044,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2707986'}",
2021 Jeep Gladiator,2021,Jeep,Gladiator,Black,//cdnblob.fastly.carvana.io/2002326012/post-large/normalized/zoomcrop/2002326012-edc-02.jpg,Jeep,"Used 2021 Jeep Gladiator Mojave 5 ft with 12386 miles - $49,590",12386,2002326012,1C6JJTEG9ML622133,"{'@type': 'Offer', 'price': 49590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2704788'}",
2022 Toyota Sienna,2022,Toyota,Sienna,Black,//cdnblob.fastly.carvana.io/2002289322/post-large/normalized/zoomcrop/2002289322-edc-02.jpg,Toyota,"Used 2022 Toyota Sienna XLE with 10820 miles - $52,590",10820,2002289322,5TDYSKFC0NS061752,"{'@type': 'Offer', 'price': 52590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2685282'}",
2022 Jeep Grand Cherokee L,2022,Jeep,Grand Cherokee L,Red,//cdnblob.fastly.carvana.io/2002275701/post-large/normalized/zoomcrop/2002275701-edc-02.jpg,Jeep,"Used 2022 Jeep Grand Cherokee L Laredo with 4524 miles - $43,590",4524,2002275701,1C4RJKAG4N8578302,"{'@type': 'Offer', 'price': 43590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2676945'}",
2019 Jeep Wrangler Unlimited,2019,Jeep,Wrangler Unlimited,Black,//cdnblob.fastly.carvana.io/2002328969/post-large/normalized/zoomcrop/2002328969-edc-02.jpg,Jeep,"Used 2019 Jeep Wrangler Unlimited Sahara with 29074 miles - $39,990",29074,2002328969,1C4HJXEG1KW529620,"{'@type': 'Offer', 'price': 39990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708515'}",
2021 BMW X2,2021,BMW,X2,Silver,//cdnblob.fastly.carvana.io/2002310215/post-large/normalized/zoomcrop/2002310215-edc-02.jpg,BMW,"Used 2021 BMW X2 xDrive28i with 10784 miles - $37,590",10784,2002310215,WBXYJ1C07M5S45147,"{'@type': 'Offer', 'price': 37590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2698473'}",
2020 Ford F150 Super Cab,2020,Ford,F150 Super Cab,Other,//cdnblob.fastly.carvana.io/2002327218/post-large/normalized/zoomcrop/2002327218-edc-02.jpg,Ford,"Used 2020 Ford F150 Super Cab XL 6 1/2 ft with 24104 miles - $38,590",24104,2002327218,1FTFX1E5XLFA38742,"{'@type': 'Offer', 'price': 38590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708610'}",
2018 Mercedes-Benz S-Class,2018,Mercedes-Benz,S-Class,Gray,//cdnblob.fastly.carvana.io/2002319345/post-large/normalized/zoomcrop/2002319345-edc-02.jpg,Mercedes-Benz,"Used 2018 Mercedes-Benz S-Class S 450 4MATIC with 25041 miles - $54,590",25041,2002319345,WDDUG6EB9JA391404,"{'@type': 'Offer', 'price': 54590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2707942'}",
2022 Hyundai Kona,2022,Hyundai,Kona,Black,//cdnblob.fastly.carvana.io/2002319576/post-large/normalized/zoomcrop/2002319576-edc-02.jpg,Hyundai,"Used 2022 Hyundai Kona SEL with 22352 miles - $26,990",22352,2002319576,KM8K6CABXNU808070,"{'@type': 'Offer', 'price': 26990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2707153'}",
2019 MINI Hardtop 2 Door,2019,MINI,Hardtop 2 Door,Green,//cdnblob.fastly.carvana.io/2002269158/post-large/normalized/zoomcrop/2002269158-edc-02.jpg,MINI,"Used 2019 MINI Hardtop 2 Door Cooper with 18770 miles - $22,590",18770,2002269158,WMWXP5C53K2D72468,"{'@type': 'Offer', 'price': 22590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2673552'}",
2018 Toyota Tacoma Double Cab,2018,Toyota,Tacoma Double Cab,Red,//cdnblob.fastly.carvana.io/2002290899/post-large/normalized/zoomcrop/2002290899-edc-02.jpg,Toyota,"Used 2018 Toyota Tacoma Double Cab SR5 5 ft with 13018 miles - $34,990",13018,2002290899,3TMAZ5CN4JM075376,"{'@type': 'Offer', 'price': 34990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2686201'}",
2018 Lexus RX,2018,Lexus,RX,Black,//cdnblob.fastly.carvana.io/2002232944/post-large/normalized/zoomcrop/2002232944-edc-02.jpg,Lexus,"Used 2018 Lexus RX RX 450h with 21034 miles - $44,590",21034,2002232944,2T2BGMCA1JC026769,"{'@type': 'Offer', 'price': 44590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2647112'}",
2019 Dodge Challenger,2019,Dodge,Challenger,Gray,//cdnblob.fastly.carvana.io/2002230039/post-large/normalized/zoomcrop/2002230039-edc-02.jpg,Dodge,"Used 2019 Dodge Challenger GT with 26416 miles - $30,990",26416,2002230039,2C3CDZKG2KH596845,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2646112'}",
2019 Honda Ridgeline,2019,Honda,Ridgeline,Silver,//cdnblob.fastly.carvana.io/2002265428/post-large/normalized/zoomcrop/2002265428-edc-02.jpg,Honda,"Used 2019 Honda Ridgeline RTL 5 ft with 2186 miles - $35,590",2186,2002265428,5FPYK3F55KB039082,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2674102'}",
2019 Ford Ranger SuperCrew,2019,Ford,Ranger SuperCrew,Black,//cdnblob.fastly.carvana.io/2002248557/post-large/normalized/zoomcrop/2002248557-edc-02.jpg,Ford,"Used 2019 Ford Ranger SuperCrew XLT 5 ft with 27878 miles - $34,990",27878,2002248557,1FTER4FH2KLA66759,"{'@type': 'Offer', 'price': 34990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2659883'}",
2021 Jeep Grand Cherokee L,2021,Jeep,Grand Cherokee L,Gray,//cdnblob.fastly.carvana.io/2002239523/post-large/normalized/zoomcrop/2002239523-edc-02.jpg,Jeep,"Used 2021 Jeep Grand Cherokee L Limited with 15771 miles - $42,990",15771,2002239523,1C4RJKBG4M8158259,"{'@type': 'Offer', 'price': 42990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2653728'}",
2020 Ford Mustang,2020,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002313337/post-large/normalized/zoomcrop/2002313337-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT Premium with 22803 miles - $40,590",22803,2002313337,1FA6P8CF4L5167074,"{'@type': 'Offer', 'price': 40590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696622'}",
2020 Alfa Romeo Stelvio,2020,Alfa Romeo,Stelvio,White,//cdnblob.fastly.carvana.io/2002310222/post-large/normalized/zoomcrop/2002310222-edc-02.jpg,Alfa Romeo,"Used 2020 Alfa Romeo Stelvio Ti with 21566 miles - $34,590",21566,2002310222,ZASPAKBN2L7C92205,"{'@type': 'Offer', 'price': 34590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697513'}",
2022 Honda CR-V,2022,Honda,CR-V,White,//cdnblob.fastly.carvana.io/2002301266/post-large/normalized/zoomcrop/2002301266-edc-02.jpg,Honda,"Used 2022 Honda CR-V EX-L with 12073 miles - $35,990",12073,2002301266,5J6RW2H85NA007680,"{'@type': 'Offer', 'price': 35990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2703062'}",
2018 Lexus IS,2018,Lexus,IS,White,//cdnblob.fastly.carvana.io/2002246458/post-large/normalized/zoomcrop/2002246458-edc-02.jpg,Lexus,"Used 2018 Lexus IS IS 300 with 11974 miles - $32,990",11974,2002246458,JTHC81D28J5028655,"{'@type': 'Offer', 'price': 32990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2674001'}",
2022 GMC Canyon Crew Cab,2022,GMC,Canyon Crew Cab,Gray,//cdnblob.fastly.carvana.io/2002219520/post-large/2002219520-edc-02-search.jpg,GMC,"Used 2022 GMC Canyon Crew Cab Elevation 5 ft with 15884 miles - $35,590",15884,2002219520,1GTG5CEN4N1104093,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2643108'}",
2022 Ford Bronco,2022,Ford,Bronco,Blue,//cdnblob.fastly.carvana.io/2002280624/post-large/normalized/zoomcrop/2002280624-edc-02.jpg,Ford,"Used 2022 Ford Bronco Badlands with 8179 miles - $55,590",8179,2002280624,1FMEE5DH4NLB73980,"{'@type': 'Offer', 'price': 55590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2677719'}",
2022 Kia Forte,2022,Kia,Forte,Black,//cdnblob.fastly.carvana.io/2002291136/post-large/normalized/zoomcrop/2002291136-edc-02.jpg,Kia,"Used 2022 Kia Forte FE with 17379 miles - $23,590",17379,2002291136,3KPF24ADXNE429836,"{'@type': 'Offer', 'price': 23590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689304'}",
2021 Chevrolet Blazer,2021,Chevrolet,Blazer,Blue,//cdnblob.fastly.carvana.io/2002259041/post-large/normalized/zoomcrop/2002259041-edc-02.jpg,Chevrolet,"Used 2021 Chevrolet Blazer RS with 11936 miles - $37,990",11936,2002259041,3GNKBERS3MS546009,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2669349'}",
2018 Porsche Macan,2018,Porsche,Macan,White,//cdnblob.fastly.carvana.io/2002282516/post-large/normalized/zoomcrop/2002282516-edc-02.jpg,Porsche,"Used 2018 Porsche Macan S with 27007 miles - $45,990",27007,2002282516,WP1AB2A59JLB31818,"{'@type': 'Offer', 'price': 45990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689014'}",
2018 Lexus IS,2018,Lexus,IS,Black,//cdnblob.fastly.carvana.io/2002257713/post-large/normalized/zoomcrop/2002257713-edc-02.jpg,Lexus,"Used 2018 Lexus IS IS 300 with 18492 miles - $33,590",18492,2002257713,JTHC81D23J5028000,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2674994'}",
2023 Ford Mustang,2023,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002282767/post-large/normalized/zoomcrop/2002282767-edc-02.jpg,Ford,"Used 2023 Ford Mustang EcoBoost with 2089 miles - $42,990",2089,2002282767,1FA6P8TH3P5101428,"{'@type': 'Offer', 'price': 42990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2678992'}",
2022 MAZDA CX-30,2022,MAZDA,CX-30,Black,//cdnblob.fastly.carvana.io/2002331411/post-large/normalized/zoomcrop/2002331411-edc-02.jpg,MAZDA,"Used 2022 MAZDA CX-30 Select with 5179 miles - $28,990",5179,2002331411,3MVDMBBLXNM409022,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711678'}",
2021 Nissan Altima,2021,Nissan,Altima,Red,//cdnblob.fastly.carvana.io/2002337398/post-large/normalized/zoomcrop/2002337398-edc-02.jpg,Nissan,"Used 2021 Nissan Altima 2.5 SL with 23340 miles - $28,590",23340,2002337398,1N4BL4EV7MN300094,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2713048'}",
2021 Jeep Grand Cherokee L,2021,Jeep,Grand Cherokee L,Black,//cdnblob.fastly.carvana.io/2002283615/post-large/normalized/zoomcrop/2002283615-edc-02.jpg,Jeep,"Used 2021 Jeep Grand Cherokee L Laredo with 23459 miles - $39,990",23459,2002283615,1C4RJKAG8M8168861,"{'@type': 'Offer', 'price': 39990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2686707'}",
2021 Toyota Tacoma Access Cab,2021,Toyota,Tacoma Access Cab,Black,//cdnblob.fastly.carvana.io/2002271724/post-large/normalized/zoomcrop/2002271724-edc-02.jpg,Toyota,"Used 2021 Toyota Tacoma Access Cab SR 6 ft with 1881 miles - $31,990",1881,2002271724,3TYRX5GN4MT028912,"{'@type': 'Offer', 'price': 31990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675791'}",
2023 Ford Maverick,2023,Ford,Maverick,Black,//cdnblob.fastly.carvana.io/2002290205/post-large/normalized/zoomcrop/2002290205-edc-02.jpg,Ford,"Used 2023 Ford Maverick XL 4 1/2 ft with 137 miles - $34,590",137,2002290205,3FTTW8F96PRA03396,"{'@type': 'Offer', 'price': 34590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689756'}",
2020 MAZDA CX-30,2020,MAZDA,CX-30,Black,//cdnblob.fastly.carvana.io/2002273094/post-large/normalized/zoomcrop/2002273094-edc-02.jpg,MAZDA,"Used 2020 MAZDA CX-30 Select with 18974 miles - $25,590",18974,2002273094,3MVDMACL9LM125595,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2673935'}",
2022 Nissan Frontier Crew Cab,2022,Nissan,Frontier Crew Cab,Other,//cdnblob.fastly.carvana.io/2002158157/post-large/normalized/zoomcrop/2002158157-edc-02.jpg,Nissan,"Used 2022 Nissan Frontier Crew Cab PRO-4X 5 ft with 10149 miles - $41,590",10149,2002158157,1N6ED1EK0NN646995,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2616488'}",
2022 Toyota Sienna,2022,Toyota,Sienna,White,//cdnblob.fastly.carvana.io/2002316780/post-large/normalized/zoomcrop/2002316780-edc-02.jpg,Toyota,"Used 2022 Toyota Sienna XLE with 15509 miles - $49,990",15509,2002316780,5TDYRKEC4NS091057,"{'@type': 'Offer', 'price': 49990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702373'}",
2021 Ford Bronco,2021,Ford,Bronco,Silver,//cdnblob.fastly.carvana.io/2002229678/post-large/normalized/zoomcrop/2002229678-edc-02.jpg,Ford,"Used 2021 Ford Bronco Black Diamond with 3712 miles - $47,990",3712,2002229678,1FMEE5BH1MLA79315,"{'@type': 'Offer', 'price': 47990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2646070'}",
2019 Cadillac XT5,2019,Cadillac,XT5,White,//cdnblob.fastly.carvana.io/2002306859/post-large/normalized/zoomcrop/2002306859-edc-02.jpg,Cadillac,"Used 2019 Cadillac XT5 Platinum with 25103 miles - $41,990",25103,2002306859,1GYKNGRSXKZ206331,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2694461'}",
